10000 -8.048283867539999734e-03 8.445001440120000064e-04 -2.898641105279999757e-04
10030 -2.955440431830000034e-02 2.982773073020000137e-02 -1.563616842029999857e-02
10060 -2.552702277899999983e-02 6.035321950909999789e-02 4.845522809769999863e-03
10090 6.059407722199999617e-03 6.229825690389999976e-02 4.573407396669999792e-02
10120 3.068717941639999974e-02 3.198394179340000032e-02 4.763448610900000019e-02
10150 2.778978645799999939e-02 -4.350598435849999980e-03 6.651806179430000063e-03
10180 1.803303323690000001e-02 -2.367984689769999859e-02 -1.667639426890000012e-02
10210 3.243360668420000158e-03 -2.929175086319999941e-02 -1.946778595450000121e-02
10240 -1.516964286570000008e-02 -1.850567385550000096e-02 -4.062684625389999943e-02
10270 -1.093934196980000072e-02 5.821750964970000275e-03 -5.441585928199999672e-02
10300 1.513349916789999937e-02 2.794952131809999921e-02 -4.943419620390000074e-02
10330 3.524314239620000150e-02 3.672426939009999780e-02 -2.345238439740000153e-02
10360 1.808652281759999883e-02 2.921671792859999867e-02 7.581283338369999847e-03
10390 -1.220696512610000041e-02 1.582269556819999867e-02 1.644372567529999926e-02
10420 -2.433275617659999904e-02 -2.612322568890000033e-03 -1.063302531839999988e-02
10450 -2.944722212850000090e-02 -2.029621787369999958e-02 -3.980547189710000044e-02
10480 -2.152360416949999911e-02 -2.936878800390000169e-02 -5.110893025990000116e-02
10510 -1.641575060780000109e-02 -1.740130037069999996e-02 -5.968781560659999763e-02
10540 -1.220190990719999952e-02 1.554874354039999934e-03 -4.854184389110000053e-02
10570 -1.152259856460000065e-02 2.393879555170000048e-02 -2.153985947370000084e-02
10600 -1.371943484990000017e-02 3.530372306699999796e-02 9.500414133069999892e-03
10630 -4.253645427529999593e-03 2.391207404429999961e-02 1.755697652700000111e-02
10660 6.933922413740000075e-03 1.004998339339999896e-03 8.539039408789999685e-04
10690 1.045092009009999934e-02 -1.783431507650000067e-02 -3.286460787059999888e-02
10720 1.255594938989999972e-02 -1.408253982660000007e-02 -5.461496114730000212e-02
10750 1.764333248140000088e-02 5.560444667939999641e-03 -4.727046936749999817e-02
10780 1.111316215249999982e-02 2.450748533009999841e-02 -3.561820462350000216e-02
10810 -6.790125742549999940e-03 2.007464505730000015e-02 -2.703684940929999836e-02
10840 -8.509101346140000161e-03 1.267327554519999920e-02 -1.259480603040000028e-02
10870 1.158325094730000039e-02 2.490845136339999918e-02 1.255874335770000051e-02
10900 1.040880009529999983e-02 3.512452170250000144e-02 2.754392288630000060e-02
10930 -3.528608381750000106e-02 3.917991369959999970e-02 1.037581730629999997e-02
10960 -7.581010460850000354e-02 4.138862341639999720e-02 -3.202708438039999963e-03
10990 -7.938360422849999321e-02 4.521365836260000243e-02 1.040294114500000047e-02
11020 -5.858158320190000323e-02 2.884360961619999997e-02 2.426904626190000067e-02
11050 -1.242052204909999992e-02 7.396830711510000295e-03 2.697591483589999867e-02
11080 3.739481046800000041e-02 -7.730089710090000355e-04 2.872600406409999904e-02
11110 5.554257333280000070e-02 -2.329097595069999811e-03 2.409263700250000029e-02
11140 4.880837351080000164e-02 3.297838149590000094e-03 2.179791219530000101e-02
11170 3.313042968510000047e-02 1.680045016109999942e-02 2.375963330269999924e-02
11200 1.631389185790000154e-02 2.424813620749999982e-02 3.408887237310000151e-02
11230 1.180574577300000025e-02 1.948328129949999932e-02 3.878447040920000172e-02
11260 7.853394374250000434e-03 -6.960172322579999968e-04 2.517374604939999830e-02
11290 -1.374766416850000013e-02 -1.799614168699999878e-02 8.756866678599999412e-03
11320 -3.291686996820000072e-02 -2.686374448240000032e-02 -4.164267331360000345e-03
11350 -1.783997938039999856e-02 -2.467009052629999880e-02 -2.183935977520000057e-02
11380 2.551117725670000100e-02 -9.350849315520000371e-03 -4.032614827159999860e-02
11410 5.185853689909999953e-02 9.029646753330000490e-04 -3.423607349399999944e-02
11440 4.581525549289999777e-02 1.658856309949999913e-02 -1.599797233940000035e-02
11470 1.556181721390000050e-02 4.292444139720000273e-02 -1.344946771860000036e-02
11500 -2.711485698820000068e-02 5.168514698740000329e-02 -2.633484825490000139e-02
11530 -4.730938375000000307e-02 3.262797743080000229e-02 -5.380633845930000297e-02
11560 -3.091689385469999912e-02 9.859913028780000616e-03 -5.535988137129999737e-02
11590 -2.086287364360000021e-02 -6.843870971349999728e-03 -3.590237721799999920e-02
11620 -3.404950723050000072e-02 -2.798773348330000146e-02 -1.372483279560000012e-02
11650 -4.647990316149999690e-02 -4.086279869079999932e-02 1.575347036119999905e-02
11680 -3.037028387190000150e-02 -4.473903030160000099e-02 3.826417028899999767e-02
11710 8.977936580779999343e-03 -4.613760858770000334e-02 5.231924727560000044e-02
11740 3.560224920510000196e-02 -3.969875723119999783e-02 5.057680606840000287e-02
11770 3.582393005489999810e-02 -3.007559850810000157e-02 4.801420122390000211e-02
11800 2.754194661970000083e-02 -3.333378955719999703e-02 3.412134945390000312e-02
11830 1.964237913489999890e-02 -4.556790739299999837e-02 1.348209660500000046e-02
11860 -1.047944300810000045e-03 -4.642220586540000277e-02 -1.829122775230000069e-03
11890 -2.721575461329999931e-02 -1.662921346720000124e-02 3.441691864280000193e-03
11920 -4.206249862909999804e-02 2.699621766809999837e-02 1.528642140330000072e-02
11950 -4.590860381720000133e-02 4.416343942280000212e-02 8.134634234010000575e-03
11980 -2.697159536180000067e-02 3.501956909889999969e-02 -1.054290402680000023e-02
12010 6.225039716810000165e-03 -2.488257363440000113e-03 -2.108984254300000014e-02
12040 3.223595023160000239e-02 -4.213183373209999916e-02 -1.328726951029999929e-02
12070 2.573315426709999951e-02 -6.361003965139999661e-02 -4.045382593179999703e-05
12100 5.698313936589999990e-03 -5.773195251819999985e-02 -1.793109579010000081e-03
12130 -7.145717274400000332e-03 -1.880605705080000065e-02 -1.846117665989999894e-03
12160 -1.531655155120000000e-02 2.288875915109999867e-02 -1.833858550529999902e-03
12190 -2.891744486989999974e-02 5.385637655850000066e-02 -2.331570535899999894e-02
12220 -3.499535843729999901e-02 6.216810643670000330e-02 -4.607820510860000107e-02
12250 -1.630586571989999997e-02 3.822655230759999800e-02 -5.247659236189999854e-02
12280 2.602127194399999829e-02 -1.104834116999999991e-02 -3.776917606590000226e-02
12310 5.401397868990000239e-02 -5.186248198150000127e-02 -3.795326687400000110e-03
12340 5.564199760559999930e-02 -4.566730558869999679e-02 1.652692258360000110e-02
12370 4.184184223410000042e-02 -5.300082266329999951e-03 1.124293822800000002e-02
12400 3.636209666730000345e-02 2.849493175750000135e-02 -7.944867946210000531e-03
12430 2.846329286690000085e-02 3.762649744749999720e-02 -1.228319108490000082e-02
12460 7.228447590019999695e-03 4.341304302219999717e-02 -5.011189728979999723e-03
12490 -1.617953926319999972e-02 3.854254633189999751e-02 -3.104681614789999919e-03
12520 -3.211464732890000062e-02 3.625398036090000074e-03 -7.756598759439999567e-03
12550 -4.247700795530000295e-02 -3.653687238690000311e-02 -1.964516006410000140e-02
12580 -4.820352420210000099e-02 -4.062565043570000312e-02 -3.347479552029999916e-02
12610 -2.453983388839999988e-02 -1.064524892720000032e-02 -4.194911196829999994e-02
12640 2.126318216320000065e-02 2.291367761789999888e-02 -4.140732437369999686e-02
12670 5.572078749539999959e-02 3.619066998360000176e-02 -2.155420929189999849e-02
12700 5.524506792429999952e-02 3.769730404019999703e-02 -2.629682421679999885e-03
12730 3.670283779499999843e-02 3.229958191509999660e-02 3.468377748500000180e-03
12760 2.452690340580000045e-02 2.207925915719999993e-02 9.824737906460000864e-03
12790 2.148563787340000003e-02 1.530413050199999972e-02 2.179879508910000097e-02
12820 2.412262186410000023e-02 1.882035285229999994e-02 2.733840793370000133e-02
12850 2.560630068180000038e-02 1.453565247360000083e-02 1.526940613990000056e-02
12880 4.500015638770000007e-03 -1.384946145119999965e-02 4.445625934750000417e-03
